日期,本地时间,服务器时间,交易所时间,万得代码,原始代码,业务发生日(自然日), 委托号, 委托价格, 委托数量, 委托类别, 委托代码, 经纪商编码, 委托状态, 标志
20160913,135448058,135448058,134729000,832479.PT,832479,20160913,99996116,70000,30000,83(S),0( ),723300,49(1),32( )
20160913,135448058,135448058,134456000,832482.PT,832482,20160913,99996139,16000,1000,66(B),0( ),720500,49(1),32( )
20160913,135448058,135448058,95333000,832517.PT,832517,20160913,99998290,16000,40000,66(B),0( ),723500,49(1),32( )
20160913,135448058,135448058,134505000,832540.PT,832540,20160913,99996137,136000,23000,83(S),0( ),728130,49(1),32( )
20160913,135448058,135448058,112135000,832543.PT,832543,20160913,99996832,41000,37000,83(S),0( ),723200,49(1),32( )
20160913,135448058,135448058,104255000,832548.PT,832548,20160913,99997295,200000,60000,83(S),0( ),721500,49(1),32( )
20160913,135448058,135448058,110259000,832562.PT,832562,20160913,99997038,23000,4000,66(B),0( ),721100,49(1),32( )
20160913,135448058,135448058,101426000,832564.PT,832564,20160913,99997755,98000,10000,83(S),0( ),722900,49(1),32( )
20160913,135448058,135448058,105941000,832565.PT,832565,20160913,99997087,10000,1000,66(B),0( ),723200,49(1),32( )
20160913,135448058,135448058,130002000,832580.PT,832580,20160913,99996660,160000,2000,66(B),0( ),720300,49(1),32( )
20160913,135448058,135448058,132839000,832595.PT,832595,20160913,99996325,400000,1000,83(S),0( ),723200,49(1),32( )
20160913,135448058,135448058,104938000,832597.PT,832597,20160913,99997222,35000,50000,83(S),0( ),722900,49(1),32( )
20160913,135448058,135448058,135233000,832622.PT,832622,20160913,99996065,10000,1000,66(B),0( ),725500,49(1),32( )
20160913,135448059,135448059,111531000,832634.PT,832634,20160913,99996884,30000,6000,66(B),0( ),722900,49(1),32( )
20160913,135448059,135448059,93724000,832646.PT,832646,20160913,99998935,122000,1000,83(S),0( ),723200,49(1),32( )
20160913,135448059,135448059,131504000,832653.PT,832653,20160913,99996478,108000,4000,83(S),0( ),720600,49(1),32( )
20160913,135448059,135448059,131256000,832654.PT,832654,20160913,99996501,22000,10000,83(S),0( ),721300,49(1),32( )
20160913,135448059,135448059,135134000,832666.PT,832666,20160913,99996075,21700,50000,66(B),0( ),720800,49(1),32( )
20160913,135448059,135448059,111506000,832706.PT,832706,20160913,99996890,100000,100000,83(S),0( ),720300,49(1),32( )
20160913,135448059,135448059,103229000,832718.PT,832718,20160913,99997450,101500,1000,83(S),0( ),722800,49(1),32( )
20160913,135448059,135448059,133539000,832784.PT,832784,20160913,99996247,20000,2000,66(B),0( ),721700,49(1),32( )
20160913,135448059,135448059,134218000,832792.PT,832792,20160913,99996161,46800,1000,83(S),0( ),721900,49(1),32( )
20160913,135448059,135448059,101432000,832800.PT,832800,20160913,99997752,22100,2000,66(B),0( ),720200,49(1),32( )
20160913,135448059,135448059,95609000,832803.PT,832803,20160913,99998207,70000,1000,83(S),0( ),721500,49(1),32( )
20160913,135448059,135448059,93217000,832809.PT,832809,20160913,99999182,37000,53000,83(S),0( ),723200,49(1),32( )
20160913,135448059,135448059,132446000,832814.PT,832814,20160913,99996373,63000,5000,83(S),0( ),723200,49(1),32( )
20160913,135448059,135448059,130000000,832839.PT,832839,20160913,99996706,16300,10000,83(S),0( ),724300,49(1),32( )
20160913,135448059,135448059,135017000,832899.PT,832899,20160913,99996088,99900,2000,83(S),0( ),721800,49(1),32( )
20160913,135448059,135448059,94117000,832900.PT,832900,20160913,99998755,1810000,1000,83(S),0( ),723900,49(1),32( )
20160913,135448059,135448059,91503000,832919.PT,832919,20160913,99999746,180000,50000,83(S),0( ),720300,49(1),32( )
20160913,135448059,135448059,134630000,832933.PT,832933,20160913,99996122,81000,8000,66(B),0( ),724300,49(1),32( )
20160913,135448059,135448059,131356000,832946.PT,832946,20160913,99996493,52000,1000,83(S),0( ),726800,49(1),32( )
20160913,135448059,135448059,101233000,832952.PT,832952,20160913,99997790,45200,2000,83(S),0( ),721800,49(1),32( )
20160913,135448059,135448059,133810000,832958.PT,832958,20160913,99996208,58600,2000,83(S),0( ),720500,49(1),32( )
20160913,135448059,135448059,133250000,832969.PT,832969,20160913,99996281,1200,36000,66(B),0( ),725000,49(1),32( )
20160913,135448059,135448059,134825000,832970.PT,832970,20160913,99996109,91500,2000,83(S),0( ),721900,49(1),32( )
20160913,135448059,135448059,130002000,832973.PT,832973,20160913,99996649,99900,1000,83(S),0( ),723200,49(1),32( )
20160913,135448059,135448059,91500000,832974.PT,832974,20160913,99999975,37100,1000,83(S),0( ),727700,49(1),32( )
20160913,135448059,135448059,93727000,833001.PT,833001,20160913,99998930,18000,956000,83(S),0( ),726100,49(1),32( )
20160913,135448059,135448059,135145000,833044.PT,833044,20160913,99996074,14500,50000,66(B),0( ),720800,49(1),32( )
20160913,135448059,135448059,100319000,833048.PT,833048,20160913,99998016,20000,2000,66(B),0( ),720100,49(1),32( )
20160913,135448059,135448059,130731000,833073.PT,833073,20160913,99996567,65000,3000,83(S),0( ),721300,49(1),32( )
20160913,135448059,135448059,131200000,833074.PT,833074,20160913,99996512,19900,1000,83(S),0( ),720800,49(1),32( )
20160913,135448059,135448059,92828000,833098.PT,833098,20160913,99999316,180000,4000,83(S),0( ),721700,49(1),32( )
20160913,135448059,135448059,102030000,833100.PT,833100,20160913,99997668,42000,10000,83(S),0( ),722600,49(1),32( )
20160913,135448059,135448059,95009000,833101.PT,833101,20160913,99998400,200000,2000,83(S),0( ),725000,49(1),32( )
20160913,135448059,135448059,91500000,833112.PT,833112,20160913,99999968,1000,500000,66(B),0( ),721300,49(1),32( )
20160913,135448059,135448059,93837000,833118.PT,833118,20160913,99998870,13500,1000000,83(S),0( ),720300,49(1),32( )
20160913,135448059,135448059,110619000,833137.PT,833137,20160913,99996999,170000,2000,83(S),0( ),727800,49(1),32( )
20160913,135448059,135448059,111337000,833140.PT,833140,20160913,99996909,75500,100000,83(S),0( ),726300,49(1),32( )
20160913,135448059,135448059,92431000,833143.PT,833143,20160913,99999377,37000,5000,83(S),0( ),726800,49(1),32( )
20160913,135448059,135448059,104408000,833145.PT,833145,20160913,99997276,55000,34000,83(S),0( ),728130,49(1),32( )
20160913,135448059,135448059,133755000,833147.PT,833147,20160913,99996209,110900,6000,83(S),0( ),722500,49(1),32( )
20160913,135448059,135448059,92045000,833157.PT,833157,20160913,99999469,388800,1000,83(S),0( ),722100,49(1),32( )
20160913,135448059,135448059,91500000,833187.PT,833187,20160913,99999871,37000,10000,83(S),0( ),724100,49(1),32( )
20160913,135448059,135448059,91501000,833192.PT,833192,20160913,99999845,160000,90000,83(S),0( ),727700,49(1),32( )
20160913,135448059,135448059,100926000,833215.PT,833215,20160913,99997861,77700,1000,66(B),0( ),721700,49(1),32( )
20160913,135448059,135448059,94246000,833218.PT,833218,20160913,99998692,370000,2000,83(S),0( ),726100,49(1),32( )
20160913,135448059,135448059,105453000,833222.PT,833222,20160913,99997158,37000,2000,66(B),0( ),721700,49(1),32( )
20160913,135448059,135448059,94608000,833224.PT,833224,20160913,99998550,100000,50000,83(S),0( ),724800,49(1),32( )
20160913,135448059,135448059,111619000,833225.PT,833225,20160913,99996879,19000,1000,83(S),0( ),721800,49(1),32( )
20160913,135448059,135448059,91503000,833229.PT,833229,20160913,99999744,69800,5000,83(S),0( ),721200,49(1),32( )
20160913,135448059,135448059,104217000,833233.PT,833233,20160913,99997305,28600,1000,83(S),0( ),721800,49(1),32( )
20160913,135448059,135448059,130003000,833278.PT,833278,20160913,99996645,20000,2000,66(B),0( ),721700,49(1),32( )
20160913,135448059,135448059,91500000,833281.PT,833281,20160913,99999885,88800,3000,83(S),0( ),726100,49(1),32( )
20160913,135448059,135448059,134436000,833306.PT,833306,20160913,99996143,54000,2000,83(S),0( ),722400,49(1),32( )
20160913,135448059,135448059,110405000,833308.PT,833308,20160913,99997020,45000,2000,83(S),0( ),725000,49(1),32( )
20160913,135448059,135448059,110110000,833321.PT,833321,20160913,99997056,100000,5000,83(S),0( ),721100,49(1),32( )
20160913,135448059,135448059,104439000,833341.PT,833341,20160913,99997272,16600,1000,66(B),0( ),721700,49(1),32( )
20160913,135448059,135448059,93131000,833371.PT,833371,20160913,99999225,117600,2000,83(S),0( ),721100,49(1),32( )
20160913,135448059,135448059,132815000,833377.PT,833377,20160913,99996329,62000,7000,66(B),0( ),723700,49(1),32( )
20160913,135448059,135448059,103209000,833417.PT,833417,20160913,99997455,98200,1000,83(S),0( ),720700,49(1),32( )
20160913,135448059,135448059,91501000,833418.PT,833418,20160913,99999818,77700,10000,66(B),0( ),721500,49(1),32( )
20160913,135448059,135448059,95046000,833429.PT,833429,20160913,99998375,240000,2000,66(B),0( ),721200,49(1),32( )
20160913,135448059,135448059,95244000,833431.PT,833431,20160913,99998311,21000,50000,83(S),0( ),723200,49(1),32( )
20160913,135448059,135448059,101929000,833457.PT,833457,20160913,99997682,250000,10000,83(S),0( ),720100,49(1),32( )
20160913,135448059,135448059,103726000,833462.PT,833462,20160913,99997380,36000,400000,83(S),0( ),725500,49(1),32( )
20160913,135448059,135448059,131711000,833491.PT,833491,20160913,99996458,30600,30000,66(B),0( ),724300,49(1),32( )
20160913,135448059,135448059,95422000,833496.PT,833496,20160913,99998268,10000,10000,66(B),0( ),723000,49(1),32( )
20160913,135448059,135448059,131207000,833506.PT,833506,20160913,99996509,97800,22000,83(S),0( ),720600,49(1),32( )
20160913,135448059,135448059,130000000,833531.PT,833531,20160913,99996708,61000,30000,83(S),0( ),724900,49(1),32( )
20160913,135448059,135448059,110354000,833538.PT,833538,20160913,99997022,90000,29000,83(S),0( ),723200,49(1),32( )
20160913,135448059,135448059,112538000,833553.PT,833553,20160913,99996800,50000,2000,83(S),0( ),720700,49(1),32( )
20160913,135448059,135448059,91502000,833566.PT,833566,20160913,99999768,60000,10000,66(B),0( ),721500,49(1),32( )
20160913,135448060,135448060,94128000,833575.PT,833575,20160913,99998749,84000,10000,83(S),0( ),727100,49(1),32( )
20160913,135448060,135448060,132544000,833601.PT,833601,20160913,99996357,59900,10000,66(B),0( ),724300,49(1),32( )
20160913,135448060,135448060,111130000,833616.PT,833616,20160913,99996940,11000,20000,66(B),0( ),721700,49(1),32( )
20160913,135448060,135448060,130002000,833633.PT,833633,20160913,99996661,260000,10000,83(S),0( ),721100,49(1),32( )
20160913,135448060,135448060,95721000,833662.PT,833662,20160913,99998177,19900,4000,83(S),0( ),721900,49(1),32( )
20160913,135448060,135448060,135349000,833677.PT,833677,20160913,99996045,25000,50000,66(B),0( ),720800,49(1),32( )
20160913,135448060,135448060,91500000,833680.PT,833680,20160913,99999869,70000,50000,83(S),0( ),724100,49(1),32( )
20160913,135448060,135448060,101416000,833711.PT,833711,20160913,99997758,22100,2000,66(B),0( ),720200,49(1),32( )
20160913,135448060,135448060,94713000,833718.PT,833718,20160913,99998512,36000,1000,83(S),0( ),721800,49(1),32( )
20160913,135448060,135448060,131351000,833727.PT,833727,20160913,99996495,30000,100000,66(B),0( ),720800,49(1),32( )
20160913,135448060,135448060,133733000,833732.PT,833732,20160913,99996216,50000,5000,66(B),0( ),725300,49(1),32( )
20160913,135448060,135448060,103816000,833738.PT,833738,20160913,99997367,214000,1000,83(S),0( ),721300,49(1),32( )
20160913,135448060,135448060,91501000,833745.PT,833745,20160913,99999816,40000,10000,66(B),0( ),721500,49(1),32( )
20160913,135448060,135448060,92124000,833760.PT,833760,20160913,99999450,65800,5000,83(S),0( ),722500,49(1),32( )
20160913,135448060,135448060,93642000,833763.PT,833763,20160913,99998958,31000,8000,83(S),0( ),720100,49(1),32( )
20160913,135448060,135448060,93541000,833789.PT,833789,20160913,99999005,79000,1000,83(S),0( ),720200,49(1),32( )
20160913,135448060,135448060,134241000,833790.PT,833790,20160913,99996158,34000,2000,66(B),0( ),722900,49(1),32( )
20160913,135448060,135448060,94346000,833804.PT,833804,20160913,99998652,88800,5000,83(S),0( ),728000,49(1),32( )
20160913,135448060,135448060,95544000,833825.PT,833825,20160913,99998223,40000,1000,83(S),0( ),721700,49(1),32( )
20160913,135448060,135448060,133357000,833833.PT,833833,20160913,99996266,48500,20000,66(B),0( ),721700,49(1),32( )
20160913,135448060,135448060,100048000,833838.PT,833838,20160913,99998084,208000,1000,83(S),0( ),726200,49(1),32( )
20160913,135448060,135448060,135116000,833840.PT,833840,20160913,99996078,26500,50000,66(B),0( ),720800,49(1),32( )
20160913,135448060,135448060,101234000,833841.PT,833841,20160913,99997789,189800,5000,83(S),0( ),725000,49(1),32( )
20160913,135448060,135448060,110015000,833849.PT,833849,20160913,99997071,150000,2000,83(S),0( ),720200,49(1),32( )
20160913,135448060,135448060,131143000,833851.PT,833851,20160913,99996515,70800,10000,83(S),0( ),722900,49(1),32( )
20160913,135448060,135448060,132327000,833868.PT,833868,20160913,99996389,62800,10000,66(B),0( ),722500,49(1),32( )
20160913,135448060,135448060,131837000,833877.PT,833877,20160913,99996449,23000,10000,66(B),0( ),724300,49(1),32( )
20160913,135448060,135448060,92843000,833894.PT,833894,20160913,99999308,500000,10000,66(B),0( ),721000,49(1),32( )
20160913,135448060,135448060,130000000,833901.PT,833901,20160913,99996764,17200,20000,83(S),0( ),726600,49(1),32( )
20160913,135448060,135448060,100221000,833904.PT,833904,20160913,99998043,100,8000,66(B),0( ),721000,49(1),32( )
20160913,135448060,135448060,92949000,833905.PT,833905,20160913,99999285,18000,12000,66(B),0( ),721000,49(1),32( )
20160913,135448060,135448060,102032000,833907.PT,833907,20160913,99997666,100000,31000,83(S),0( ),721100,49(1),32( )
20160913,135448060,135448060,130745000,833914.PT,833914,20160913,99996562,10000,3000,66(B),0( ),725300,49(1),32( )
20160913,135448060,135448060,94416000,833934.PT,833934,20160913,99998628,37800,15000,83(S),0( ),722900,49(1),32( )
20160913,135448060,135448060,105134000,833946.PT,833946,20160913,99997196,129900,10000,83(S),0( ),721500,49(1),32( )
20160913,135448060,135448060,111446000,833953.PT,833953,20160913,99996895,180000,100000,83(S),0( ),723500,49(1),32( )
20160913,135448060,135448060,134030000,833979.PT,833979,20160913,99996179,11000,10000,66(B),0( ),721800,49(1),32( )
20160913,135448060,135448060,91500000,833997.PT,833997,20160913,99999941,40000,20000,83(S),0( ),722700,49(1),32( )
20160913,135448060,135448060,134554000,834019.PT,834019,20160913,99996128,65800,1000,83(S),0( ),722500,49(1),32( )
20160913,135448060,135448060,103210000,834023.PT,834023,20160913,99997454,59500,100000,83(S),0( ),723000,49(1),32( )
20160913,135448060,135448060,95319000,834099.PT,834099,20160913,99998300,100,50000,66(B),0( ),727700,49(1),32( )
20160913,135448060,135448060,135032000,834102.PT,834102,20160913,99996084,45800,10000,83(S),0( ),722200,49(1),32( )
20160913,135448060,135448060,133745000,834122.PT,834122,20160913,99996212,30000,6000,66(B),0( ),723700,49(1),32( )
20160913,135448060,135448060,130001000,834124.PT,834124,20160913,99996669,65000,10000,83(S),0( ),721300,49(1),32( )
20160913,135448060,135448060,105949000,834134.PT,834134,20160913,99997084,100000,50000,83(S),0( ),724100,49(1),32( )
20160913,135448060,135448060,104101000,834148.PT,834148,20160913,99997325,80000,20000,83(S),0( ),723200,49(1),32( )
20160913,135448060,135448060,131236000,834155.PT,834155,20160913,99996506,184200,3000,83(S),0( ),724100,49(1),32( )
20160913,135448060,135448060,133927000,834175.PT,834175,20160913,99996195,69000,3000,83(S),0( ),721700,49(1),32( )
20160913,135448060,135448060,135200000,834214.PT,834214,20160913,99996071,26000,30000,66(B),0( ),720800,49(1),32( )
20160913,135448060,135448060,101532000,834254.PT,834254,20160913,99997734,38800,2000,83(S),0( ),721300,49(1),32( )
20160913,135448060,135448060,130000000,834257.PT,834257,20160913,99996754,58000,5000,83(S),0( ),721100,49(1),32( )
20160913,135448060,135448060,130000000,834263.PT,834263,20160913,99996739,10000,10000,83(S),0( ),722700,49(1),32( )
20160913,135448060,135448060,104846000,834278.PT,834278,20160913,99997232,11000,1000,66(B),0( ),721700,49(1),32( )
20160913,135448060,135448060,93616000,834293.PT,834293,20160913,99998978,580000,30000,83(S),0( ),723500,49(1),32( )
20160913,135448060,135448060,132952000,834299.PT,834299,20160913,99996306,80000,1000,66(B),0( ),723700,49(1),32( )
20160913,135448060,135448060,92934000,834338.PT,834338,20160913,99999290,500000,6000,83(S),0( ),723500,49(1),32( )
20160913,135448060,135448060,91502000,834347.PT,834347,20160913,99999767,58000,10000,83(S),0( ),721500,49(1),32( )
20160913,135448060,135448060,105819000,834360.PT,834360,20160913,99997110,151000,2000,66(B),0( ),723200,49(1),32( )
20160913,135448060,135448060,112543000,834401.PT,834401,20160913,99996798,320000,10000,83(S),0( ),720200,49(1),32( )
20160913,135448060,135448060,111057000,834404.PT,834404,20160913,99996946,45000,5000,83(S),0( ),724500,49(1),32( )
20160913,135448060,135448060,100756000,834426.PT,834426,20160913,99997902,200000,1000,83(S),0( ),720700,49(1),32( )
20160913,135448060,135448060,110754000,834449.PT,834449,20160913,99996984,60000,5000,66(B),0( ),721100,49(1),32( )
20160913,135448060,135448060,100053000,834467.PT,834467,20160913,99998080,20000,1000,66(B),0( ),721800,49(1),32( )
20160913,135448060,135448060,130000000,834477.PT,834477,20160913,99996738,169700,1000,83(S),0( ),722700,49(1),32( )
20160913,135448060,135448060,93535000,834496.PT,834496,20160913,99999013,300000,2000,83(S),0( ),727300,49(1),32( )
20160913,135448060,135448060,133008000,834499.PT,834499,20160913,99996305,72500,1000,83(S),0( ),724200,49(1),32( )
20160913,135448060,135448060,111720000,834530.PT,834530,20160913,99996867,10000,20000,66(B),0( ),721700,49(1),32( )
20160913,135448060,135448060,93316000,834533.PT,834533,20160913,99999127,46000,1000000,83(S),0( ),721700,49(1),32( )
20160913,135448060,135448060,93110000,834559.PT,834559,20160913,99999238,480000,1000,83(S),0( ),720100,49(1),32( )
20160913,135448060,135448060,130000000,834572.PT,834572,20160913,99996746,87600,5000,83(S),0( ),723400,49(1),32( )
20160913,135448060,135448060,101133000,834596.PT,834596,20160913,99997813,61000,90000,83(S),0( ),722200,49(1),32( )
20160913,135448060,135448060,135239000,834607.PT,834607,20160913,99996063,100000,50000,83(S),0( ),720700,49(1),32( )
20160913,135448060,135448060,135302000,834635.PT,834635,20160913,99996056,58000,25000,66(B),0( ),720300,49(1),32( )
20160913,135448060,135448060,100051000,834639.PT,834639,20160913,99998081,124500,39000,83(S),0( ),721100,49(1),32( )
20160913,135448060,135448060,110651000,834641.PT,834641,20160913,99996994,40000,10000,66(B),0( ),721700,49(1),32( )
20160913,135448060,135448060,94121000,834656.PT,834656,20160913,99998753,95000,2000,83(S),0( ),720200,49(1),32( )
20160913,135448060,135448060,134717000,834661.PT,834661,20160913,99996117,12500,16000,66(B),0( ),723200,49(1),32( )
20160913,135448060,135448060,100643000,834668.PT,834668,20160913,99997934,38800,2000,66(B),0( ),720200,49(1),32( )
20160913,135448060,135448060,130005000,834670.PT,834670,20160913,99996628,1285600,5000,83(S),0( ),721800,49(1),32( )
20160913,135448060,135448060,134534000,834679.PT,834679,20160913,99996133,30000,5000,66(B),0( ),725900,49(1),32( )
20160913,135448060,135448060,130000000,834682.PT,834682,20160913,99996750,85000,20000,83(S),0( ),727200,49(1),32( )
20160913,135448060,135448060,102711000,834695.PT,834695,20160913,99997552,66000,5000,83(S),0( ),722100,49(1),32( )
20160913,135448060,135448060,132229000,834759.PT,834759,20160913,99996400,65000,100000,83(S),0( ),725800,49(1),32( )
20160913,135448061,135448061,95906000,834896.PT,834896,20160913,99998127,180000,50000,83(S),0( ),721500,49(1),32( )
20160913,135448061,135448061,132812000,834898.PT,834898,20160913,99996332,85100,1000,66(B),0( ),723200,49(1),32( )
20160913,135448061,135448061,103636000,834933.PT,834933,20160913,99997399,48000,10000,83(S),0( ),720200,49(1),32( )
20160913,135448061,135448061,130102000,834947.PT,834947,20160913,99996622,110000,11000,66(B),0( ),724000,49(1),32( )
20160913,135448061,135448061,112747000,834959.PT,834959,20160913,99996781,95000,50000,83(S),0( ),721500,49(1),32( )
20160913,135448061,135448061,132708000,834961.PT,834961,20160913,99996343,100000,2000,66(B),0( ),723700,49(1),32( )
20160913,135448061,135448061,95638000,834969.PT,834969,20160913,99998195,15200,3000,83(S),0( ),721700,49(1),32( )
20160913,135448061,135448061,130339000,834980.PT,834980,20160913,99996608,86600,1000,66(B),0( ),720200,49(1),32( )
20160913,135448061,135448061,134938000,835003.PT,835003,20160913,99996097,190000,5000,83(S),0( ),722200,49(1),32( )
20160913,135448061,135448061,102445000,835011.PT,835011,20160913,99997592,80000,10000,83(S),0( ),727600,49(1),32( )
20160913,135448061,135448061,131201000,835015.PT,835015,20160913,99996511,155800,3000,83(S),0( ),721800,49(1),32( )
20160913,135448061,135448061,101316000,835035.PT,835035,20160913,99997774,42000,100000,83(S),0( ),721300,49(1),32( )
20160913,135448061,135448061,104333000,835037.PT,835037,20160913,99997287,140000,50000,83(S),0( ),722000,49(1),32( )
20160913,135448061,135448061,93346000,835042.PT,835042,20160913,99999104,60000,10000,83(S),0( ),720600,49(1),32( )
20160913,135448061,135448061,103340000,835057.PT,835057,20160913,99997428,100000,200000,83(S),0( ),722500,49(1),32( )
20160913,135448061,135448061,101455000,835066.PT,835066,20160913,99997746,22100,2000,66(B),0( ),720200,49(1),32( )
20160913,135448061,135448061,130000000,835094.PT,835094,20160913,99996729,120000,15000,83(S),0( ),725800,49(1),32( )
20160913,135448061,135448061,95404000,835103.PT,835103,20160913,99998277,100,80000,66(B),0( ),727700,49(1),32( )
20160913,135448061,135448061,95230000,835120.PT,835120,20160913,99998319,75000,10000,83(S),0( ),726800,49(1),32( )
20160913,135448061,135448061,94258000,835159.PT,835159,20160913,99998685,98000,50000,83(S),0( ),720200,49(1),32( )
20160913,135448061,135448061,100014000,835181.PT,835181,20160913,99998104,75000,10000,83(S),0( ),720600,49(1),32( )
20160913,135448061,135448061,93417000,835198.PT,835198,20160913,99999073,29200,80000,83(S),0( ),722900,49(1),32( )
20160913,135448061,135448061,134035000,835239.PT,835239,20160913,99996177,153000,20000,66(B),0( ),722500,49(1),32( )
20160913,135448061,135448061,112757000,835247.PT,835247,20160913,99996779,200000,10000,83(S),0( ),720200,49(1),32( )
20160913,135448061,135448061,93818000,835317.PT,835317,20160913,99998888,99900,4000,83(S),0( ),722600,49(1),32( )
20160913,135448061,135448061,131238000,835330.PT,835330,20160913,99996504,42000,47000,83(S),0( ),721300,49(1),32( )
20160913,135448061,135448061,131238000,835342.PT,835342,20160913,99996503,105000,3000,83(S),0( ),720600,49(1),32( )
20160913,135448061,135448061,100820000,835393.PT,835393,20160913,99997890,37800,20000,83(S),0( ),725000,49(1),32( )
20160913,135448061,135448061,93735000,835409.PT,835409,20160913,99998924,132300,20000,66(B),0( ),723400,49(1),32( )
20160913,135448061,135448061,100333000,835431.PT,835431,20160913,99998008,250000,207251,83(S),0( ),722100,49(1),32( )
20160913,135448061,135448061,111601000,835508.PT,835508,20160913,99996880,83900,1000,83(S),0( ),720800,49(1),32( )
20160913,135448061,135448061,105443000,835521.PT,835521,20160913,99997161,23000,49000,83(S),0( ),721100,49(1),32( )
20160913,135448061,135448061,92622000,835557.PT,835557,20160913,99999356,53800,12000,83(S),0( ),721000,49(1),32( )
20160913,135448061,135448061,103854000,835566.PT,835566,20160913,99997360,51500,2000,83(S),0( ),726200,49(1),32( )
20160913,135448061,135448061,132529000,835574.PT,835574,20160913,99996362,54000,6000,83(S),0( ),722200,49(1),32( )
20160913,135448061,135448061,134502000,835577.PT,835577,20160913,99996138,250000,1000,66(B),0( ),723200,49(1),32( )
20160913,135448061,135448061,104039000,835591.PT,835591,20160913,99997329,88800,12000,83(S),0( ),721300,49(1),32( )
20160913,135448061,135448061,132853000,835600.PT,835600,20160913,99996320,65000,50000,83(S),0( ),720200,49(1),32( )
20160913,135448061,135448061,94924000,835611.PT,835611,20160913,99998427,17000,1000,66(B),0( ),722600,49(1),32( )
20160913,135448061,135448061,100603000,835626.PT,835626,20160913,99997949,10800,2000,66(B),0( ),720100,49(1),32( )
20160913,135448061,135448061,132220000,835663.PT,835663,20160913,99996404,170000,10000,83(S),0( ),721100,49(1),32( )
20160913,135448061,135448061,130000000,835801.PT,835801,20160913,99996715,200000,1000,66(B),0( ),721700,49(1),32( )
20160913,135448061,135448061,94814000,835813.PT,835813,20160913,99998464,65000,17000,83(S),0( ),723300,49(1),32( )
20160913,135448061,135448061,131339000,835834.PT,835834,20160913,99996496,150000,1000,83(S),0( ),722700,49(1),32( )
20160913,135448061,135448061,93514000,835847.PT,835847,20160913,99999029,179000,20000,83(S),0( ),721100,49(1),32( )
20160913,135448061,135448061,130303000,835876.PT,835876,20160913,99996611,35000,3000,66(B),0( ),720100,49(1),32( )
20160913,135448061,135448061,135400000,835902.PT,835902,20160913,99996044,20300,50000,66(B),0( ),720800,49(1),32( )
20160913,135448061,135448061,102323000,835907.PT,835907,20160913,99997620,70000,30000,83(S),0( ),721200,49(1),32( )
20160913,135448061,135448061,101553000,835912.PT,835912,20160913,99997728,22100,2000,66(B),0( ),720200,49(1),32( )
20160913,135448061,135448061,100252000,835929.PT,835929,20160913,99998024,86000,10000,83(S),0( ),727700,49(1),32( )
20160913,135448061,135448061,132525000,835941.PT,835941,20160913,99996363,145000,11000,83(S),0( ),720800,49(1),32( )
20160913,135448061,135448061,130000000,835944.PT,835944,20160913,99996718,60000,1000,83(S),0( ),728130,49(1),32( )
20160913,135448061,135448061,103315000,835987.PT,835987,20160913,99997437,15000,3000,66(B),0( ),720100,49(1),32( )
20160913,135448061,135448061,130001000,836019.PT,836019,20160913,99996674,60000,100000,66(B),0( ),721700,49(1),32( )
20160913,135448061,135448061,134636000,836035.PT,836035,20160913,99996120,180000,6000,83(S),0( ),728130,49(1),32( )
20160913,135448061,135448061,91504000,836052.PT,836052,20160913,99999728,40000,50000,83(S),0( ),720300,49(1),32( )
20160913,135448061,135448061,105739000,836053.PT,836053,20160913,99997120,120000,2000,83(S),0( ),721200,49(1),32( )
20160913,135448061,135448061,100445000,836222.PT,836222,20160913,99997978,11500,10000,83(S),0( ),720700,49(1),32( )
20160913,135448061,135448061,102155000,836277.PT,836277,20160913,99997644,175000,2000,83(S),0( ),720700,49(1),32( )
20160913,135448061,135448061,91628000,836298.PT,836298,20160913,99999584,55000,30000,83(S),0( ),724800,49(1),32( )
20160913,135448061,135448061,103111000,836431.PT,836431,20160913,99997479,36800,10000,66(B),0( ),722900,49(1),32( )
20160913,135448061,135448061,95722000,836455.PT,836455,20160913,99998175,142000,2000,83(S),0( ),722700,49(1),32( )
20160913,135448061,135448061,130944000,836460.PT,836460,20160913,99996536,40000,8000,66(B),0( ),723700,49(1),32( )
20160913,135448061,135448061,92058000,836514.PT,836514,20160913,99999463,68500,100000,83(S),0( ),721300,49(1),32( )
20160913,135448061,135448061,93556000,836536.PT,836536,20160913,99998993,70000,10000,83(S),0( ),724500,49(1),32( )
20160913,135448061,135448061,95654000,836570.PT,836570,20160913,99998186,55000,5000,66(B),0( ),728130,49(1),32( )
20160913,135448061,135448061,94207000,836608.PT,836608,20160913,99998719,82000,1000,83(S),0( ),725000,49(1),32( )
20160913,135448061,135448061,131808000,836610.PT,836610,20160913,99996452,295000,1000,83(S),0( ),721100,49(1),32( )
20160913,135448061,135448061,95442000,836612.PT,836612,20160913,99998259,70000,10000,83(S),0( ),723700,49(1),32( )
20160913,135448061,135448061,131435000,836614.PT,836614,20160913,99996481,80000,1000,83(S),0( ),726800,49(1),32( )
20160913,135448061,135448061,92941000,836645.PT,836645,20160913,99999287,125000,1000,66(B),0( ),726800,49(1),32( )
20160913,135448061,135448061,134712000,836651.PT,836651,20160913,99996118,13000,2000,66(B),0( ),721700,49(1),32( )
