日期,本地时间,服务器时间,交易所时间,万得代码,原始代码,业务发生日(自然日),交易日,状态,昨持仓,昨收盘价,昨结算,开盘价,最高价,最低价,最新价,成交总量,成交总金额,持仓总量,今收盘,今结算,涨停价,跌停价,昨虚实度,今虚实度,申卖价,申卖量,申买价,申买量
20160922,122122329,122122320,112945000,ag.SHF,ag,20160922,20160922,0( ),643102,43450000,43080000,44000000,44300000,43520000,44080000,825852,54483828780,637496,44080000,0,45660000,40490000,0,0,44080000 0 0 0 0 ,23 0 0 0 0 ,44070000 0 0 0 0 ,20 0 0 0 0 
20160922,122122338,122122329,112932000,ag00.SHF,ag00,20160922,20160922,0( ),2254,42950000,42770000,43400000,43850000,43400000,43780000,80,5246070,2250,43780000,0,45330000,40200000,0,0,43730000 0 0 0 0 ,7 0 0 0 0 ,43640000 0 0 0 0 ,6 0 0 0 0 
20160922,122122338,122122338,112932000,ag01.SHF,ag01,20160922,20160922,0( ),2038,43150000,42860000,43580000,44010000,43580000,43920000,72,4733400,2066,43920000,0,45430000,40280000,0,0,43890000 0 0 0 0 ,9 0 0 0 0 ,43810000 0 0 0 0 ,15 0 0 0 0 
20160922,122122339,122122339,112945000,ag02.SHF,ag02,20160922,20160922,0( ),643102,43450000,43080000,44000000,44300000,43520000,44080000,825852,54483828780,637496,44080000,0,45660000,40490000,0,0,44080000 0 0 0 0 ,23 0 0 0 0 ,44070000 0 0 0 0 ,20 0 0 0 0 
20160922,122122339,122122339,112940500,ag03.SHF,ag03,20160922,20160922,0( ),1048,43510000,43190000,43860000,44400000,43680000,44260000,582,38534700,1096,44260000,0,45780000,40590000,0,0,44280000 0 0 0 0 ,13 0 0 0 0 ,44200000 0 0 0 0 ,5 0 0 0 0 
20160922,122122339,122122339,112932000,ag04.SHF,ag04,20160922,20160922,0( ),562,43810000,43410000,44080000,44650000,44080000,44450000,72,4799610,556,44450000,0,46010000,40800000,0,0,44400000 0 0 0 0 ,5 0 0 0 0 ,44270000 0 0 0 0 ,6 0 0 0 0 
20160922,122122339,122122339,112932000,ag1610.SHF,ag1610,20160922,20160922,0( ),2254,42950000,42770000,43400000,43850000,43400000,43780000,80,5246070,2250,43780000,0,45330000,40200000,0,0,43730000 0 0 0 0 ,7 0 0 0 0 ,43640000 0 0 0 0 ,6 0 0 0 0 
20160922,122122339,122122339,112932000,ag1611.SHF,ag1611,20160922,20160922,0( ),2038,43150000,42860000,43580000,44010000,43580000,43920000,72,4733400,2066,43920000,0,45430000,40280000,0,0,43890000 0 0 0 0 ,9 0 0 0 0 ,43810000 0 0 0 0 ,15 0 0 0 0 
20160922,122122342,122122342,112945000,ag1612.SHF,ag1612,20160922,20160922,0( ),643102,43450000,43080000,44000000,44300000,43520000,44080000,825852,54483828780,637496,44080000,0,45660000,40490000,0,0,44080000 0 0 0 0 ,23 0 0 0 0 ,44070000 0 0 0 0 ,20 0 0 0 0 
20160922,122122342,122122342,112940500,ag1701.SHF,ag1701,20160922,20160922,0( ),1048,43510000,43190000,43860000,44400000,43680000,44260000,582,38534700,1096,44260000,0,45780000,40590000,0,0,44280000 0 0 0 0 ,13 0 0 0 0 ,44200000 0 0 0 0 ,5 0 0 0 0 
20160922,122122342,122122342,112932000,ag1702.SHF,ag1702,20160922,20160922,0( ),562,43810000,43410000,44080000,44650000,44080000,44450000,72,4799610,556,44450000,0,46010000,40800000,0,0,44400000 0 0 0 0 ,5 0 0 0 0 ,44270000 0 0 0 0 ,6 0 0 0 0 
20160922,122122342,122122342,112912500,ag1703.SHF,ag1703,20160922,20160922,0( ),112,43800000,43330000,44220000,44740000,44220000,44740000,4,266880,112,44740000,0,45920000,40730000,0,0,44750000 0 0 0 0 ,9 0 0 0 0 ,44360000 0 0 0 0 ,1 0 0 0 0 
20160922,122122342,122122342,112931000,ag1704.SHF,ag1704,20160922,20160922,0( ),968,43450000,43450000,44700000,44700000,44700000,44700000,2,134100,968,44700000,0,46050000,40840000,0,0,44890000 0 0 0 0 ,3 0 0 0 0 ,44460000 0 0 0 0 ,9 0 0 0 0 
20160922,122122342,122122342,112935500,ag1705.SHF,ag1705,20160922,20160922,0( ),84,43890000,43750000,44740000,44740000,44650000,44650000,22,1475280,92,44650000,0,46370000,41120000,0,0,45260000 0 0 0 0 ,15 0 0 0 0 ,44430000 0 0 0 0 ,15 0 0 0 0 
20160922,122122342,122122342,112944000,ag1706.SHF,ag1706,20160922,20160922,0( ),21858,44440000,44070000,44810000,45260000,44500000,45040000,11176,753784470,22136,45040000,0,46710000,41420000,0,0,45050000 0 0 0 0 ,3 0 0 0 0 ,45030000 0 0 0 0 ,9 0 0 0 0 
20160922,122122342,122122342,112940500,ag1707.SHF,ag1707,20160922,20160922,0( ),82,44100000,43980000,0,0,0,44100000,0,0,82,44100000,0,46610000,41340000,0,0,45430000 0 0 0 0 ,4 0 0 0 0 ,45130000 0 0 0 0 ,2 0 0 0 0 
20160922,122122342,122122342,112829000,ag1708.SHF,ag1708,20160922,20160922,0( ),76,44630000,44140000,45070000,45490000,45000000,45350000,34,2306730,80,45350000,0,46780000,41490000,0,0,45410000 0 0 0 0 ,1 0 0 0 0 ,44940000 0 0 0 0 ,7 0 0 0 0 
20160922,122122342,122122342,112932000,ag1709.SHF,ag1709,20160922,20160922,0( ),2,44800000,44800000,45320000,45450000,45150000,45450000,22,1494600,20,45450000,0,47480000,42110000,0,0,45470000 0 0 0 0 ,2 0 0 0 0 ,45190000 0 0 0 0 ,5 0 0 0 0 
20160922,122122342,122122342,112944000,al.SHF,al,20160922,20160922,0( ),201986,121450000,121150000,121750000,123250000,121200000,123200000,106268,6496671750,195152,123200000,0,125950000,116300000,0,0,123200000 0 0 0 0 ,192 0 0 0 0 ,123150000 0 0 0 0 ,58 0 0 0 0 
20160922,122122342,122122342,112944000,al00.SHF,al00,20160922,20160922,0( ),77338,123600000,123550000,123600000,125750000,123600000,125700000,23670,1478652800,69958,125700000,0,128450000,118600000,0,0,125750000 0 0 0 0 ,28 0 0 0 0 ,125700000 0 0 0 0 ,35 0 0 0 0 
20160922,122122342,122122342,112944000,al01.SHF,al01,20160922,20160922,0( ),201986,121450000,121150000,121750000,123250000,121200000,123200000,106268,6496671750,195152,123200000,0,125950000,116300000,0,0,123200000 0 0 0 0 ,192 0 0 0 0 ,123150000 0 0 0 0 ,58 0 0 0 0 
20160922,122122342,122122342,112944500,al02.SHF,al02,20160922,20160922,0( ),126136,119650000,119500000,120000000,121300000,119500000,121250000,36950,2226224200,131624,121250000,0,124250000,114700000,0,0,121300000 0 0 0 0 ,283 0 0 0 0 ,121250000 0 0 0 0 ,35 0 0 0 0 
20160922,122122342,122122342,112942000,al03.SHF,al03,20160922,20160922,0( ),59574,118600000,118550000,118600000,120000000,118450000,119950000,12778,762067450,60038,119950000,0,123250000,113800000,0,0,120000000 0 0 0 0 ,13 0 0 0 0 ,119950000 0 0 0 0 ,8 0 0 0 0 
20160922,122122342,122122342,112901500,al04.SHF,al04,20160922,20160922,0( ),41558,118150000,118250000,118350000,119450000,118000000,119250000,6274,372695950,42064,119250000,0,122950000,113500000,0,0,119300000 0 0 0 0 ,4 0 0 0 0 ,119250000 0 0 0 0 ,6 0 0 0 0 
20160922,122122342,122122342,112944000,al1610.SHF,al1610,20160922,20160922,0( ),77338,123600000,123550000,123600000,125750000,123600000,125700000,23670,1478652800,69958,125700000,0,128450000,118600000,0,0,125750000 0 0 0 0 ,28 0 0 0 0 ,125700000 0 0 0 0 ,35 0 0 0 0 
20160922,122122342,122122342,112944000,al1611.SHF,al1611,20160922,20160922,0( ),201986,121450000,121150000,121750000,123250000,121200000,123200000,106268,6496671750,195152,123200000,0,125950000,116300000,0,0,123200000 0 0 0 0 ,192 0 0 0 0 ,123150000 0 0 0 0 ,58 0 0 0 0 
20160922,122122342,122122342,112944500,al1612.SHF,al1612,20160922,20160922,0( ),126136,119650000,119500000,120000000,121300000,119500000,121250000,36950,2226224200,131624,121250000,0,124250000,114700000,0,0,121300000 0 0 0 0 ,283 0 0 0 0 ,121250000 0 0 0 0 ,35 0 0 0 0 
20160922,122122342,122122342,112942000,al1701.SHF,al1701,20160922,20160922,0( ),59574,118600000,118550000,118600000,120000000,118450000,119950000,12778,762067450,60038,119950000,0,123250000,113800000,0,0,120000000 0 0 0 0 ,13 0 0 0 0 ,119950000 0 0 0 0 ,8 0 0 0 0 
20160922,122122342,122122342,112901500,al1702.SHF,al1702,20160922,20160922,0( ),41558,118150000,118250000,118350000,119450000,118000000,119250000,6274,372695950,42064,119250000,0,122950000,113500000,0,0,119300000 0 0 0 0 ,4 0 0 0 0 ,119250000 0 0 0 0 ,6 0 0 0 0 
20160922,122122342,122122342,112937000,al1703.SHF,al1703,20160922,20160922,0( ),27830,118150000,118200000,118200000,119200000,117850000,119150000,4584,271884700,29772,119150000,0,122900000,113450000,0,0,119200000 0 0 0 0 ,5 0 0 0 0 ,119100000 0 0 0 0 ,9 0 0 0 0 
20160922,122122342,122122342,112937500,al1704.SHF,al1704,20160922,20160922,0( ),8602,118200000,118250000,118100000,119250000,117950000,119150000,2216,131617350,10428,119150000,0,122950000,113500000,0,0,119250000 0 0 0 0 ,1 0 0 0 0 ,119100000 0 0 0 0 ,10 0 0 0 0 
20160922,122122342,122122342,112932000,al1705.SHF,al1705,20160922,20160922,0( ),8796,118250000,118400000,118200000,119400000,118100000,119250000,1066,63348050,9402,119250000,0,123100000,113650000,0,0,119600000 0 0 0 0 ,1 0 0 0 0 ,118950000 0 0 0 0 ,1 0 0 0 0 
20160922,122122342,122122342,112936000,al1706.SHF,al1706,20160922,20160922,0( ),2084,118400000,118550000,118550000,119350000,118350000,119200000,140,8338700,2106,119200000,0,123250000,113800000,0,0,119950000 0 0 0 0 ,2 0 0 0 0 ,119150000 0 0 0 0 ,1 0 0 0 0 
20160922,122122342,122122342,112942000,al1707.SHF,al1707,20160922,20160922,0( ),456,118450000,118650000,118500000,119400000,118500000,119400000,62,3688700,474,119400000,0,123350000,113900000,0,0,119650000 0 0 0 0 ,4 0 0 0 0 ,119450000 0 0 0 0 ,2 0 0 0 0 
20160922,122122342,122122342,112945000,al1708.SHF,al1708,20160922,20160922,0( ),1946,118450000,118600000,118600000,119750000,117650000,119750000,156,9279600,2004,119750000,0,123300000,113850000,0,0,119850000 0 0 0 0 ,1 0 0 0 0 ,118500000 0 0 0 0 ,3 0 0 0 0 
20160922,122122342,122122342,112939000,al1709.SHF,al1709,20160922,20160922,0( ),212,119050000,118900000,118400000,119900000,118400000,119050000,8,475800,208,119050000,0,123650000,114100000,0,0,120650000 0 0 0 0 ,1 0 0 0 0 ,119100000 0 0 0 0 ,2 0 0 0 0 
20160922,122122342,122122342,112944500,au.SHF,au,20160922,20160922,0( ),324646,2853500,2848000,2870000,2882500,2848500,2878000,179992,51680996400,318314,2878000,0,2990000,2705500,0,0,2878500 0 0 0 0 ,36 0 0 0 0 ,2878000 0 0 0 0 ,5 0 0 0 0 
20160922,122122342,122122342,112944500,au00.SHF,au00,20160922,20160922,0( ),84,2851500,2846500,2860500,2872000,2860000,2860000,24,6879600,64,2860000,0,2988500,2704000,0,0,2908000 0 0 0 0 ,12 0 0 0 0 ,2872500 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112717000,au01.SHF,au01,20160922,20160922,0( ),18,2860000,2850000,2857000,2886000,2857000,2873000,64,18411300,22,2873000,0,2992500,2707500,0,0,2879000 0 0 0 0 ,1 0 0 0 0 ,2873000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112944500,au02.SHF,au02,20160922,20160922,0( ),324646,2853500,2848000,2870000,2882500,2848500,2878000,179992,51680996400,318314,2878000,0,2990000,2705500,0,0,2878500 0 0 0 0 ,36 0 0 0 0 ,2878000 0 0 0 0 ,5 0 0 0 0 
20160922,122122343,122122343,112931500,au03.SHF,au03,20160922,20160922,0( ),174,2872500,2864000,2882500,2893500,2874500,2893500,10,2883200,176,2893500,0,3007000,2720500,0,0,2901000 0 0 0 0 ,2 0 0 0 0 ,2893000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112944500,au04.SHF,au04,20160922,20160922,0( ),110,2877500,2865000,2878000,2897500,2878000,2897500,4,1155100,114,2897500,0,3008000,2721500,0,0,2899500 0 0 0 0 ,1 0 0 0 0 ,2883500 0 0 0 0 ,10 0 0 0 0 
20160922,122122343,122122343,112944500,au1610.SHF,au1610,20160922,20160922,0( ),84,2851500,2846500,2860500,2872000,2860000,2860000,24,6879600,64,2860000,0,2988500,2704000,0,0,2908000 0 0 0 0 ,12 0 0 0 0 ,2872500 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112717000,au1611.SHF,au1611,20160922,20160922,0( ),18,2860000,2850000,2857000,2886000,2857000,2873000,64,18411300,22,2873000,0,2992500,2707500,0,0,2879000 0 0 0 0 ,1 0 0 0 0 ,2873000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112944500,au1612.SHF,au1612,20160922,20160922,0( ),324646,2853500,2848000,2870000,2882500,2848500,2878000,179992,51680996400,318314,2878000,0,2990000,2705500,0,0,2878500 0 0 0 0 ,36 0 0 0 0 ,2878000 0 0 0 0 ,5 0 0 0 0 
20160922,122122343,122122343,112931500,au1702.SHF,au1702,20160922,20160922,0( ),174,2872500,2864000,2882500,2893500,2874500,2893500,10,2883200,176,2893500,0,3007000,2720500,0,0,2901000 0 0 0 0 ,2 0 0 0 0 ,2893000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112944500,au1704.SHF,au1704,20160922,20160922,0( ),110,2877500,2865000,2878000,2897500,2878000,2897500,4,1155100,114,2897500,0,3008000,2721500,0,0,2899500 0 0 0 0 ,1 0 0 0 0 ,2883500 0 0 0 0 ,10 0 0 0 0 
20160922,122122343,122122343,112942000,au1706.SHF,au1706,20160922,20160922,0( ),25210,2873500,2870000,2894500,2902000,2868500,2898500,3544,1024864100,24766,2898500,0,3013500,2726500,0,0,2899000 0 0 0 0 ,3 0 0 0 0 ,2898500 0 0 0 0 ,17 0 0 0 0 
20160922,122122343,122122343,112944500,au1708.SHF,au1708,20160922,20160922,0( ),252,2893500,2890500,2903000,2921000,2899500,2917500,40,11639500,252,2917500,0,3035000,2745500,0,0,2929500 0 0 0 0 ,6 0 0 0 0 ,2911500 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112906500,au1710.SHF,au1710,20160922,20160922,0( ),0,2889000,2889000,0,0,0,2889000,0,0,0,2889000,0,3177500,2600000,0,0,2926500 0 0 0 0 ,2 0 0 0 0 ,2908000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112945000,bu.SHF,bu,20160922,20160922,0( ),1194688,18300000,18420000,18260000,18620000,18260000,18380000,701070,12941784960,1200776,18380000,0,19520000,17300000,0,0,18400000 0 0 0 0 ,1013 0 0 0 0 ,18380000 0 0 0 0 ,70 0 0 0 0 
20160922,122122343,122122343,112925500,bu00.SHF,bu00,20160922,20160922,0( ),1314,16420000,16300000,16420000,16500000,16380000,16460000,180,2959160,1226,16460000,0,17260000,15320000,0,0,16480000 0 0 0 0 ,9 0 0 0 0 ,16400000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112942500,bu01.SHF,bu01,20160922,20160922,0( ),290,17620000,17860000,17720000,17980000,17720000,17820000,46,821480,312,17820000,0,18920000,16780000,0,0,17820000 0 0 0 0 ,1 0 0 0 0 ,17700000 0 0 0 0 ,10 0 0 0 0 
20160922,122122343,122122343,112945000,bu02.SHF,bu02,20160922,20160922,0( ),1194688,18300000,18420000,18260000,18620000,18260000,18380000,701070,12941784960,1200776,18380000,0,19520000,17300000,0,0,18400000 0 0 0 0 ,1013 0 0 0 0 ,18380000 0 0 0 0 ,70 0 0 0 0 
20160922,122122343,122122343,112945000,bu03.SHF,bu03,20160922,20160922,0( ),5340,18720000,18800000,18720000,18960000,18640000,18800000,1826,34416040,5478,18800000,0,19920000,17660000,0,0,18800000 0 0 0 0 ,9 0 0 0 0 ,18780000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112942000,bu04.SHF,bu04,20160922,20160922,0( ),22,19000000,19460000,19380000,19660000,19020000,19660000,8,155360,18,19660000,0,20620000,18280000,0,0,19860000 0 0 0 0 ,1 0 0 0 0 ,19020000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112925500,bu1610.SHF,bu1610,20160922,20160922,0( ),1314,16420000,16300000,16420000,16500000,16380000,16460000,180,2959160,1226,16460000,0,17260000,15320000,0,0,16480000 0 0 0 0 ,9 0 0 0 0 ,16400000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112942500,bu1611.SHF,bu1611,20160922,20160922,0( ),290,17620000,17860000,17720000,17980000,17720000,17820000,46,821480,312,17820000,0,18920000,16780000,0,0,17820000 0 0 0 0 ,1 0 0 0 0 ,17700000 0 0 0 0 ,10 0 0 0 0 
20160922,122122343,122122343,112945000,bu1612.SHF,bu1612,20160922,20160922,0( ),1194688,18300000,18420000,18260000,18620000,18260000,18380000,701070,12941784960,1200776,18380000,0,19520000,17300000,0,0,18400000 0 0 0 0 ,1013 0 0 0 0 ,18380000 0 0 0 0 ,70 0 0 0 0 
20160922,122122343,122122343,112945000,bu1701.SHF,bu1701,20160922,20160922,0( ),5340,18720000,18800000,18720000,18960000,18640000,18800000,1826,34416040,5478,18800000,0,19920000,17660000,0,0,18800000 0 0 0 0 ,9 0 0 0 0 ,18780000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112942000,bu1702.SHF,bu1702,20160922,20160922,0( ),22,19000000,19460000,19380000,19660000,19020000,19660000,8,155360,18,19660000,0,20620000,18280000,0,0,19860000 0 0 0 0 ,1 0 0 0 0 ,19020000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112935000,bu1703.SHF,bu1703,20160922,20160922,0( ),288,19720000,20100000,19860000,20120000,19820000,19920000,48,960960,304,19920000,0,21300000,18880000,0,0,20080000 0 0 0 0 ,2 0 0 0 0 ,19500000 0 0 0 0 ,2 0 0 0 0 
20160922,122122343,122122343,112945000,bu1706.SHF,bu1706,20160922,20160922,0( ),63608,20360000,20500000,20300000,20680000,20300000,20500000,17574,360634920,64446,20500000,0,21720000,19260000,0,0,20500000 0 0 0 0 ,27 0 0 0 0 ,20480000 0 0 0 0 ,19 0 0 0 0 
20160922,122122343,122122343,112935500,bu1709.SHF,bu1709,20160922,20160922,0( ),1076,21440000,21600000,21500000,21720000,21500000,21660000,68,1468320,1078,21660000,0,22880000,20300000,0,0,21680000 0 0 0 0 ,2 0 0 0 0 ,21540000 0 0 0 0 ,5 0 0 0 0 
20160922,122122343,122122343,112934000,bu1712.SHF,bu1712,20160922,20160922,0( ),874,22200000,22380000,22280000,22460000,22280000,22360000,46,1028880,884,22360000,0,23720000,21020000,0,0,22360000 0 0 0 0 ,4 0 0 0 0 ,22220000 0 0 0 0 ,3 0 0 0 0 
20160922,122122343,122122343,112931000,bu1803.SHF,bu1803,20160922,20160922,0( ),78,23020000,23020000,0,0,0,23020000,0,0,78,23020000,0,24400000,21620000,0,0,23120000 0 0 0 0 ,1 0 0 0 0 ,22960000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112813000,bu1806.SHF,bu1806,20160922,20160922,0( ),390,23340000,23360000,23420000,23440000,23420000,23440000,18,421880,396,23440000,0,24760000,21940000,0,0,23460000 0 0 0 0 ,1 0 0 0 0 ,23340000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112815000,bu1809.SHF,bu1809,20160922,20160922,0( ),76,23660000,23760000,23640000,23880000,23620000,23880000,34,807880,102,23880000,0,25180000,22320000,0,0,23840000 0 0 0 0 ,1 0 0 0 0 ,23740000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112944500,cu.SHF,cu,20160922,20160922,0( ),178240,373000000,373300000,373100000,376500000,372400000,375500000,148572,27825113600,177518,375500000,0,395600000,350900000,0,0,375500000 0 0 0 0 ,31 0 0 0 0 ,375400000 0 0 0 0 ,17 0 0 0 0 
20160922,122122343,122122343,112945000,cu00.SHF,cu00,20160922,20160922,0( ),82822,373200000,372800000,373600000,376000000,372300000,375200000,31372,5878971600,77464,375200000,0,395100000,350400000,0,0,375300000 0 0 0 0 ,80 0 0 0 0 ,375200000 0 0 0 0 ,5 0 0 0 0 
20160922,122122343,122122343,112944500,cu01.SHF,cu01,20160922,20160922,0( ),178240,373000000,373300000,373100000,376500000,372400000,375500000,148572,27825113600,177518,375500000,0,395600000,350900000,0,0,375500000 0 0 0 0 ,31 0 0 0 0 ,375400000 0 0 0 0 ,17 0 0 0 0 
20160922,122122343,122122343,112945000,cu02.SHF,cu02,20160922,20160922,0( ),116754,373400000,373300000,373000000,376600000,372500000,375700000,62608,11735948400,128368,375700000,0,395600000,350900000,0,0,375900000 0 0 0 0 ,35 0 0 0 0 ,375700000 0 0 0 0 ,26 0 0 0 0 
20160922,122122343,122122343,112944500,cu03.SHF,cu03,20160922,20160922,0( ),38646,373600000,373400000,373200000,376800000,372600000,376000000,21204,3978313000,45358,376000000,0,395800000,350900000,0,0,376100000 0 0 0 0 ,8 0 0 0 0 ,376000000 0 0 0 0 ,23 0 0 0 0 
20160922,122122343,122122343,112940500,cu04.SHF,cu04,20160922,20160922,0( ),8516,373900000,374000000,373300000,377500000,373000000,376900000,7810,1471297400,14422,376900000,0,396400000,351500000,0,0,376800000 0 0 0 0 ,5 0 0 0 0 ,376500000 0 0 0 0 ,9 0 0 0 0 
20160922,122122343,122122343,112945000,cu1610.SHF,cu1610,20160922,20160922,0( ),82822,373200000,372800000,373600000,376000000,372300000,375200000,31372,5878971600,77464,375200000,0,395100000,350400000,0,0,375300000 0 0 0 0 ,80 0 0 0 0 ,375200000 0 0 0 0 ,5 0 0 0 0 
20160922,122122343,122122343,112944500,cu1611.SHF,cu1611,20160922,20160922,0( ),178240,373000000,373300000,373100000,376500000,372400000,375500000,148572,27825113600,177518,375500000,0,395600000,350900000,0,0,375500000 0 0 0 0 ,31 0 0 0 0 ,375400000 0 0 0 0 ,17 0 0 0 0 
20160922,122122343,122122343,112945000,cu1612.SHF,cu1612,20160922,20160922,0( ),116754,373400000,373300000,373000000,376600000,372500000,375700000,62608,11735948400,128368,375700000,0,395600000,350900000,0,0,375900000 0 0 0 0 ,35 0 0 0 0 ,375700000 0 0 0 0 ,26 0 0 0 0 
20160922,122122343,122122343,112944500,cu1701.SHF,cu1701,20160922,20160922,0( ),38646,373600000,373400000,373200000,376800000,372600000,376000000,21204,3978313000,45358,376000000,0,395800000,350900000,0,0,376100000 0 0 0 0 ,8 0 0 0 0 ,376000000 0 0 0 0 ,23 0 0 0 0 
20160922,122122343,122122343,112940500,cu1702.SHF,cu1702,20160922,20160922,0( ),8516,373900000,374000000,373300000,377500000,373000000,376900000,7810,1471297400,14422,376900000,0,396400000,351500000,0,0,376800000 0 0 0 0 ,5 0 0 0 0 ,376500000 0 0 0 0 ,9 0 0 0 0 
20160922,122122343,122122343,112935500,cu1703.SHF,cu1703,20160922,20160922,0( ),7690,374000000,373900000,373800000,377700000,373600000,377300000,844,158914000,7364,377300000,0,396300000,351400000,0,0,377200000 0 0 0 0 ,3 0 0 0 0 ,376700000 0 0 0 0 ,6 0 0 0 0 
20160922,122122343,122122343,112934000,cu1704.SHF,cu1704,20160922,20160922,0( ),2196,374600000,374600000,374800000,377800000,373800000,377800000,144,27112100,2194,377800000,0,397000000,352100000,0,0,377500000 0 0 0 0 ,1 0 0 0 0 ,377100000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112934000,cu1705.SHF,cu1705,20160922,20160922,0( ),2162,374800000,374600000,375000000,378100000,373700000,378100000,354,66646900,2134,378100000,0,397000000,352100000,0,0,378000000 0 0 0 0 ,4 0 0 0 0 ,377400000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112932000,cu1706.SHF,cu1706,20160922,20160922,0( ),1746,375600000,375000000,375000000,378600000,374700000,378100000,106,19997900,1718,378100000,0,397500000,352500000,0,0,378500000 0 0 0 0 ,2 0 0 0 0 ,377900000 0 0 0 0 ,2 0 0 0 0 
20160922,122122343,122122343,112934000,cu1707.SHF,cu1707,20160922,20160922,0( ),842,375200000,375400000,375000000,378800000,375000000,378300000,34,6423200,852,378300000,0,397900000,352800000,0,0,378900000 0 0 0 0 ,4 0 0 0 0 ,377300000 0 0 0 0 ,4 0 0 0 0 
20160922,122122343,122122343,112932000,cu1708.SHF,cu1708,20160922,20160922,0( ),634,375800000,375400000,375200000,379000000,375200000,379000000,22,4146100,636,379000000,0,397900000,352800000,0,0,379800000 0 0 0 0 ,4 0 0 0 0 ,378400000 0 0 0 0 ,2 0 0 0 0 
20160922,122122343,122122343,112932000,cu1709.SHF,cu1709,20160922,20160922,0( ),20,376200000,376200000,376800000,379700000,376800000,379600000,24,4546100,42,379600000,0,398700000,353600000,0,0,381700000 0 0 0 0 ,7 0 0 0 0 ,378100000 0 0 0 0 ,2 0 0 0 0 
20160922,122122343,122122343,90614000,fu.SHF,fu,20160922,20160922,0( ),8,26800000,26800000,0,0,0,26800000,0,0,8,26800000,0,28140000,25460000,0,0,27340000 0 0 0 0 ,1 0 0 0 0 ,26630000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,73409500,fu00.SHF,fu00,20160922,20160922,0( ),0,24550000,24550000,0,0,0,24550000,0,0,0,24550000,0,27000000,22090000,0,0,0 0 0 0 0 ,0 0 0 0 0 ,0 0 0 0 0 ,0 0 0 0 0 
20160922,122122343,122122343,112851000,fu01.SHF,fu01,20160922,20160922,0( ),6,25920000,25920000,0,0,0,25920000,0,0,0,25920000,0,27210000,24620000,0,0,27210000 0 0 0 0 ,1 0 0 0 0 ,0 0 0 0 0 ,0 0 0 0 0 
20160922,122122343,122122343,112850000,fu02.SHF,fu02,20160922,20160922,0( ),2,25240000,25980000,25370000,25370000,25370000,25370000,2,253700,2,25370000,0,27270000,24680000,0,0,27270000 0 0 0 0 ,1 0 0 0 0 ,25500000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,100617500,fu03.SHF,fu03,20160922,20160922,0( ),14,26960000,26960000,0,0,0,26960000,0,0,14,26960000,0,28300000,25610000,0,0,27250000 0 0 0 0 ,1 0 0 0 0 ,26880000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,112721000,fu04.SHF,fu04,20160922,20160922,0( ),0,24520000,24520000,0,0,0,24520000,0,0,0,24520000,0,25740000,23290000,0,0,0 0 0 0 0 ,0 0 0 0 0 ,23290000 0 0 0 0 ,2 0 0 0 0 
20160922,122122343,122122343,73409500,fu1610.SHF,fu1610,20160922,20160922,0( ),0,24550000,24550000,0,0,0,24550000,0,0,0,24550000,0,27000000,22090000,0,0,0 0 0 0 0 ,0 0 0 0 0 ,0 0 0 0 0 ,0 0 0 0 0 
20160922,122122343,122122343,112851000,fu1611.SHF,fu1611,20160922,20160922,0( ),0,25920000,25920000,0,0,0,25920000,0,0,0,25920000,0,27210000,24620000,0,0,27210000 0 0 0 0 ,1 0 0 0 0 ,0 0 0 0 0 ,0 0 0 0 0 
20160922,122122343,122122343,112850000,fu1612.SHF,fu1612,20160922,20160922,0( ),2,25240000,25980000,25370000,25370000,25370000,25370000,2,253700,2,25370000,0,27270000,24680000,0,0,27270000 0 0 0 0 ,1 0 0 0 0 ,25500000 0 0 0 0 ,1 0 0 0 0 
20160922,122122343,122122343,100617500,fu1702.SHF,fu1702,20160922,20160922,0( ),14,26960000,26960000,0,0,0,26960000,0,0,14,26960000,0,28300000,25610000,0,0,27250000 0 0 0 0 ,1 0 0 0 0 ,26880000 0 0 0 0 ,1 0 0 0 0 
